[0] :::MLLOG {"namespace": "", "time_ms": 0, "event_type": "POINT_IN_TIME", "key": "gradient_accumulation_steps", "value": 1, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 0}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347076906, "event_type": "POINT_IN_TIME", "key": "opt_base_learning_rate", "value": 16.0, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1224}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347076906, "event_type": "POINT_IN_TIME", "key": "opt_learning_rate_warmup_steps", "value": 5600, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1226}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347076906, "event_type": "POINT_IN_TIME", "key": "sgd_opt_base_learning_rate", "value": 16.0, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1229}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347076906, "event_type": "POINT_IN_TIME", "key": "lr_decay_start_steps", "value": 6900, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1230}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347076907, "event_type": "POINT_IN_TIME", "key": "sgd_opt_learning_rate_decay_steps", "value": 11100, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1231}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347076907, "event_type": "POINT_IN_TIME", "key": "sgd_opt_learning_rate_decay_poly_power", "value": 2, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1232}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347076907, "event_type": "INTERVAL_START", "key": "block_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1251, "first_epoch_num": 1, "epoch_count": 1}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347076908, "event_type": "INTERVAL_START", "key": "epoch_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1254, "epoch_num": 1}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347129381, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1396, "epoch_num": 1.049987503124219}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347139010, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": 0.7773415950519601, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1536, "epoch_num": 1.049987503124219}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347139490, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1561, "epoch_num": 1.049987503124219}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347185150, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1396, "epoch_num": 1.099975006248438}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347193276, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": 0.7870519548733169, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1536, "epoch_num": 1.099975006248438}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347193591, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1561, "epoch_num": 1.099975006248438}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347242946, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1396, "epoch_num": 1.1499625093726569}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347251279, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": 0.7916712345794358, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1536, "epoch_num": 1.1499625093726569}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347251550, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1561, "epoch_num": 1.1499625093726569}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347297612, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1396, "epoch_num": 1.1999500124968758}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347305433, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": 0.7940942127869537, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1536, "epoch_num": 1.1999500124968758}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347305633, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1561, "epoch_num": 1.1999500124968758}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347351770, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1396, "epoch_num": 1.2499375156210948}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347359460, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": 0.7953443319526975, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1536, "epoch_num": 1.2499375156210948}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347359577, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1561, "epoch_num": 1.2499375156210948}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347405686, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1396, "epoch_num": 1.2999250187453137}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347413486, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": 0.7970016739703768, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1536, "epoch_num": 1.2999250187453137}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347413592, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1561, "epoch_num": 1.2999250187453137}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347464637, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1396, "epoch_num": 1.3499125218695327}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347472321, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": 0.7978009681266597, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1536, "epoch_num": 1.3499125218695327}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347472334, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1561, "epoch_num": 1.3499125218695327}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347518655, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1396, "epoch_num": 1.3999000249937517}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347526289, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": 0.7986880199341406, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1536, "epoch_num": 1.3999000249937517}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347526291, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1561, "epoch_num": 1.3999000249937517}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347572191, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1396, "epoch_num": 1.4498875281179706}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347579780, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": 0.799397006617073, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1536, "epoch_num": 1.4498875281179706}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347579786, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1561, "epoch_num": 1.4498875281179706}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347625748, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1396, "epoch_num": 1.4998750312421896}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347633397, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": 0.8000806476479029, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1536, "epoch_num": 1.4998750312421896}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347633403, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1561, "epoch_num": 1.4998750312421896}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347685397, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1396, "epoch_num": 1.5498625343664085}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347693224, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": 0.8006593971152183, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1536, "epoch_num": 1.5498625343664085}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347693229, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1561, "epoch_num": 1.5498625343664085}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347739277, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1396, "epoch_num": 1.5998500374906275}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347746878, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": 0.8012385748018934, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1536, "epoch_num": 1.5998500374906275}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347746890, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1561, "epoch_num": 1.5998500374906275}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347793342, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1396, "epoch_num": 1.6498375406148464}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347801136, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": 0.8016865103254398, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1536, "epoch_num": 1.6498375406148464}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347801137, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1561, "epoch_num": 1.6498375406148464}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347847259, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1396, "epoch_num": 1.6998250437390654}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347854885, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": 0.8020522101887175, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1536, "epoch_num": 1.6998250437390654}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347854894, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1561, "epoch_num": 1.6998250437390654}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347901405, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1396, "epoch_num": 1.7498125468632841}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347908979, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": 0.8024772455428866, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1536, "epoch_num": 1.7498125468632841}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347908987, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1561, "epoch_num": 1.7498125468632841}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347961894, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1396, "epoch_num": 1.799800049987503}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347969515, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": 0.802589503728936, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1536, "epoch_num": 1.799800049987503}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347969525, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1561, "epoch_num": 1.799800049987503}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347969526, "event_type": "INTERVAL_END", "key": "run_stop", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1584, "status": "success"}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347969526, "event_type": "INTERVAL_END", "key": "epoch_stop", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1591, "epoch_num": 1}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621347969527, "event_type": "INTERVAL_END", "key": "block_stop", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1594, "first_epoch_num": 1}}
