[0] :::MLLOG {"namespace": "", "time_ms": 0, "event_type": "POINT_IN_TIME", "key": "gradient_accumulation_steps", "value": 1, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 0}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621340534399, "event_type": "POINT_IN_TIME", "key": "opt_base_learning_rate", "value": 16.0, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1224}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621340534399, "event_type": "POINT_IN_TIME", "key": "opt_learning_rate_warmup_steps", "value": 5600, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1226}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621340534399, "event_type": "POINT_IN_TIME", "key": "sgd_opt_base_learning_rate", "value": 16.0, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1229}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621340534399, "event_type": "POINT_IN_TIME", "key": "lr_decay_start_steps", "value": 6900, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1230}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621340534399, "event_type": "POINT_IN_TIME", "key": "sgd_opt_learning_rate_decay_steps", "value": 11100, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1231}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621340534399, "event_type": "POINT_IN_TIME", "key": "sgd_opt_learning_rate_decay_poly_power", "value": 2, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1232}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621340534400, "event_type": "INTERVAL_START", "key": "block_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1251, "first_epoch_num": 1, "epoch_count": 1}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621340534400, "event_type": "INTERVAL_START", "key": "epoch_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1254, "epoch_num": 1}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621340588825, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1396, "epoch_num": 1.049987503124219}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621340598457, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": 0.7784387257873655, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1536, "epoch_num": 1.049987503124219}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621340598938, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1561, "epoch_num": 1.049987503124219}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621340645009, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1396, "epoch_num": 1.099975006248438}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621340653055, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": 0.7878057390431655, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1536, "epoch_num": 1.099975006248438}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621340653304, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1561, "epoch_num": 1.099975006248438}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621340702816, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1396, "epoch_num": 1.1499625093726569}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621340711165, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": 0.7918468620316287, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1536, "epoch_num": 1.1499625093726569}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621340711362, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1561, "epoch_num": 1.1499625093726569}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621340757471, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1396, "epoch_num": 1.1999500124968758}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621340765344, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": 0.794175061726168, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1536, "epoch_num": 1.1999500124968758}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621340765379, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1561, "epoch_num": 1.1999500124968758}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621340811599, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1396, "epoch_num": 1.2499375156210948}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621340819258, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": 0.7955230557352309, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1536, "epoch_num": 1.2499375156210948}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621340819283, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1561, "epoch_num": 1.2499375156210948}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621340865199, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1396, "epoch_num": 1.2999250187453137}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621340872847, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": 0.7964772440398691, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1536, "epoch_num": 1.2999250187453137}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621340872859, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1561, "epoch_num": 1.2999250187453137}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621340923729, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1396, "epoch_num": 1.3499125218695327}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621340931349, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": 0.7976730228305868, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1536, "epoch_num": 1.3499125218695327}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621340931386, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1561, "epoch_num": 1.3499125218695327}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621340978402, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1396, "epoch_num": 1.3999000249937517}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621340986002, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": 0.7985615766647922, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1536, "epoch_num": 1.3999000249937517}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621340986020, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1561, "epoch_num": 1.3999000249937517}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621341033090, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1396, "epoch_num": 1.4498875281179706}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621341040870, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": 0.7991868536932196, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1536, "epoch_num": 1.4498875281179706}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621341040915, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1561, "epoch_num": 1.4498875281179706}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621341087741, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1396, "epoch_num": 1.4998750312421896}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621341095366, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": 0.800108009236809, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1536, "epoch_num": 1.4998750312421896}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621341095377, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1561, "epoch_num": 1.4998750312421896}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621341147469, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1396, "epoch_num": 1.5498625343664085}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621341155129, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": 0.8007956383844788, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1536, "epoch_num": 1.5498625343664085}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621341155139, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1561, "epoch_num": 1.5498625343664085}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621341202240, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1396, "epoch_num": 1.5998500374906275}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621341209861, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": 0.8011186490161704, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1536, "epoch_num": 1.5998500374906275}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621341209961, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1561, "epoch_num": 1.5998500374906275}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621341256437, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1396, "epoch_num": 1.6498375406148464}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621341264055, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": 0.8016735732510346, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1536, "epoch_num": 1.6498375406148464}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621341264110, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1561, "epoch_num": 1.6498375406148464}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621341310655, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1396, "epoch_num": 1.6998250437390654}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621341318303, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": 0.8018598103083067, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1536, "epoch_num": 1.6998250437390654}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621341318406, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1561, "epoch_num": 1.6998250437390654}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621341365516, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1396, "epoch_num": 1.7498125468632841}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621341373159, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": 0.8024010368555738, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1536, "epoch_num": 1.7498125468632841}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621341373262, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1561, "epoch_num": 1.7498125468632841}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621341426997, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1396, "epoch_num": 1.799800049987503}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621341434668, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": 0.8027186047866031, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1536, "epoch_num": 1.799800049987503}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621341434785, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1561, "epoch_num": 1.799800049987503}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621341434785, "event_type": "INTERVAL_END", "key": "run_stop", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1584, "status": "success"}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621341434786, "event_type": "INTERVAL_END", "key": "epoch_stop", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1591, "epoch_num": 1}}
[0] :::MLLOG {"namespace": "", "time_ms": 1621341434786, "event_type": "INTERVAL_END", "key": "block_stop", "value": null, "metadata": {"file": "dlrm_s_pytorch.py", "lineno": 1594, "first_epoch_num": 1}}
